Window Size,Time
2,28.083399772644043
4,37.30225157737732
8,15.109354019165039
16,33.07673978805542
32,25.12097668647766
64,21.071957111358643
128,14.085672855377197
256,0.11306071281433105
512,0.07601594924926758
1024,0.11971259117126465
2048,0.0842444896697998
4096,0.09729576110839844
8192,0.10260725021362305
16384,0.10728144645690918
32768,0.10692381858825684
65536,0.11037993431091309
131072,0.10226845741271973
